log_id,timestamp,junction_id,neighbor_junction_id,message_type,priority_class,day_type,is_festival,is_rain,is_accident,proposed_green_time_sec,counter_offer_time_sec,final_agreed_time_sec,negotiation_rounds,response_latency_ms,congestion_index,avg_speed_kmph,waiting_time_sec,travel_time_sec,fuel_consumption_l,co2_emission_kg,confidence_score,recommendation_reason
LOG1054109,2025-05-28 15:07:15.000000,J024,J029,GRANT,Normal,Weekday,False,False,False,28.9,28.9,29.3,1,222,0.184,30.8,11.6,62.5,0.051,0.119,0.988,Normal free-flow traffic - standard signal timing maintained
LOG1054110,2026-01-23 13:26:39.000000,J033,J001,COUNTER,Normal,Weekday,False,False,False,22.6,18.5,21.1,2,380,0.107,32.9,4.0,100.4,0.081,0.188,0.938,Normal free-flow traffic - standard signal timing maintained
LOG1054111,2025-10-14 15:14:19.000000,J036,J025,GRANT,Normal,Weekday,False,True,False,39.0,39.0,36.3,1,242,0.285,27.4,15.4,90.1,0.071,0.165,0.936,Light rain detected - minor speed reduction advised
LOG1054112,2026-05-01 08:28:51.000000,J013,J036,COUNTER,Bus,Weekday,True,False,False,102.0,72.0,79.8,2,304,0.609,21.8,38.7,133.7,0.082,0.19,0.894,Bus priority granted - green extension issued to reduce transit delay
LOG1054113,2025-03-30 15:19:02.000000,J036,J013,GRANT,Normal,Weekend,True,False,False,44.5,44.5,42.9,1,237,0.331,28.6,25.0,72.2,0.058,0.134,0.918,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054114,2026-02-04 12:18:27.000000,J029,J015,GRANT,Normal,Weekday,False,False,False,16.5,16.5,14.9,1,269,0.086,37.0,3.1,39.9,0.037,0.086,0.959,Normal free-flow traffic - standard signal timing maintained
LOG1054115,2025-05-27 17:35:45.000000,J007,J032,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,87.2,73.8,78.0,4,374,0.493,25.5,32.1,75.5,0.044,0.101,0.93,Bus priority granted - green extension issued to reduce transit delay
LOG1054116,2025-02-20 05:19:49.000000,J006,J031,COUNTER,Normal,Weekday,False,False,False,29.7,21.3,23.8,2,347,0.151,38.2,8.6,55.8,0.056,0.13,0.935,Normal free-flow traffic - standard signal timing maintained
LOG1054117,2026-03-24 08:01:16.000000,J021,J038,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,75.2,66.0,64.1,4,425,0.706,22.7,47.1,107.7,0.078,0.181,0.929,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054118,2025-12-23 14:43:36.000000,J030,J011,GRANT,Normal,Weekday,False,False,False,23.6,23.6,21.3,1,262,0.146,35.7,4.1,49.5,0.041,0.094,0.963,Normal free-flow traffic - standard signal timing maintained
LOG1054119,2025-06-17 23:14:48.000000,J021,J037,COUNTER,Normal,Weekday,False,False,False,23.3,13.0,16.8,2,288,0.2,26.7,10.1,91.4,0.074,0.171,0.976,Normal free-flow traffic - standard signal timing maintained
LOG1054120,2025-08-09 09:19:54.000000,J006,J025,DENY_THEN_COUNTER,Bus,Weekend,False,True,False,102.0,82.9,90.0,3,412,0.595,21.0,37.8,110.5,0.065,0.149,0.878,Bus priority granted - green extension issued to reduce transit delay
LOG1054121,2025-06-07 12:47:17.000000,J041,J017,COUNTER,Bus,Weekend,False,True,False,47.9,26.9,33.5,2,291,0.135,39.5,14.5,66.8,0.068,0.157,0.897,Bus priority granted - green extension issued to reduce transit delay
LOG1054122,2025-12-27 18:43:01.000000,J031,J005,COUNTER,Normal,Weekend,False,False,False,74.5,66.0,71.4,2,305,0.645,16.6,46.4,170.3,0.084,0.194,0.962,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054123,2025-10-02 11:28:36.000000,J022,J003,GRANT,Normal,Weekday,True,False,False,50.4,50.4,51.4,1,273,0.454,29.9,34.7,85.5,0.056,0.129,0.937,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054124,2025-02-07 17:08:06.000000,J007,J008,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,88.9,74.2,78.8,4,392,0.453,23.9,28.6,86.5,0.072,0.166,0.919,Bus priority granted - green extension issued to reduce transit delay
LOG1054125,2025-08-26 11:22:58.000000,J010,J021,GRANT,Normal,Weekday,False,False,False,35.1,35.1,33.9,1,242,0.312,32.6,21.9,81.6,0.074,0.172,0.969,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054126,2025-05-26 18:20:20.000000,J010,J036,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,88.9,59.2,67.6,3,334,0.884,12.8,58.0,187.4,0.079,0.183,0.917,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054127,2025-03-22 07:41:41.000000,J036,J024,GRANT,Normal,Weekend,False,False,False,44.1,44.1,45.4,1,173,0.393,29.5,24.2,92.4,0.071,0.164,0.977,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054128,2025-10-14 16:40:11.000000,J030,J021,COUNTER,Normal,Weekday,False,False,False,51.6,28.8,38.9,2,307,0.474,25.6,32.0,108.6,0.077,0.179,0.956,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054129,2026-05-11 17:30:34.000000,J009,J006,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,86.7,74.1,78.1,4,436,0.493,24.1,30.9,95.0,0.07,0.161,0.9,Bus priority granted - green extension issued to reduce transit delay
LOG1054130,2026-03-23 21:41:47.000000,J017,J024,COUNTER,Normal,Weekday,False,False,False,35.3,26.0,27.4,2,256,0.258,36.6,20.6,83.6,0.06,0.139,0.975,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054131,2025-05-21 16:58:21.000000,J024,J040,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,82.8,61.2,66.7,4,416,0.43,29.4,29.5,88.7,0.059,0.137,0.945,Bus priority granted - green extension issued to reduce transit delay
LOG1054132,2026-04-07 20:03:12.000000,J020,J026,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,65.3,50.8,55.6,3,319,0.625,15.4,41.6,178.2,0.095,0.22,0.931,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054133,2026-02-12 08:04:11.000000,J011,J004,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,96.4,61.1,69.7,4,387,0.547,26.9,37.6,103.1,0.097,0.223,0.922,Bus priority granted - green extension issued to reduce transit delay
LOG1054134,2025-08-06 14:56:24.000000,J030,J042,GRANT,Normal,Weekday,False,False,False,30.9,30.9,27.3,1,248,0.226,29.3,16.4,52.0,0.043,0.1,0.974,Normal free-flow traffic - standard signal timing maintained
LOG1054135,2025-06-19 07:25:32.000000,J020,J034,GRANT,Normal,Weekday,False,False,False,54.8,54.8,58.7,1,241,0.445,28.1,28.6,87.7,0.065,0.15,0.96,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054136,2025-12-05 19:24:12.000000,J009,J028,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,73.1,77.2,3,411,0.875,13.3,62.1,140.3,0.084,0.195,0.914,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054137,2025-10-24 10:40:46.000000,J038,J009,GRANT,Bus,Weekday,False,False,False,68.3,68.3,66.4,1,177,0.316,31.6,15.6,63.2,0.041,0.095,0.97,Bus priority granted - green extension issued to reduce transit delay
LOG1054138,2026-04-14 07:05:59.000000,J024,J017,DENY_THEN_COUNTER,Normal,Weekday,True,True,True,89.1,74.3,77.7,3,408,0.874,13.0,58.0,123.2,0.053,0.123,0.648,Accident detected nearby - reroute and reduced speed advised
LOG1054139,2025-07-25 18:02:50.000000,J020,J022,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,88.9,75.5,76.3,4,465,0.522,19.7,41.9,165.3,0.107,0.247,0.929,Bus priority granted - green extension issued to reduce transit delay
LOG1054140,2025-07-13 16:26:57.000000,J013,J034,COUNTER,Normal,Weekend,False,False,False,37.5,24.2,34.3,2,355,0.277,29.9,21.5,45.0,0.036,0.083,0.959,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054141,2025-10-03 11:12:42.000000,J009,J035,COUNTER,Normal,Weekday,True,True,False,73.5,53.2,59.0,2,227,0.684,17.3,43.1,115.3,0.059,0.137,0.844,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054142,2025-03-23 20:48:34.000000,J021,J002,GRANT,Normal,Weekend,False,False,False,32.4,32.4,34.2,1,312,0.211,38.7,8.9,46.1,0.042,0.097,0.957,Normal free-flow traffic - standard signal timing maintained
LOG1054143,2025-06-04 16:55:10.000000,J007,J029,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,68.9,52.4,55.1,4,406,0.632,16.6,41.7,181.9,0.098,0.226,0.926,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054144,2025-09-16 17:13:00.000000,J031,J028,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,86.3,61.4,64.0,3,279,0.457,20.5,30.6,100.2,0.07,0.162,0.928,Bus priority granted - green extension issued to reduce transit delay
LOG1054145,2025-10-16 19:09:42.000000,J023,J038,COUNTER,Bus,Weekday,False,False,False,98.3,87.1,90.0,2,352,0.59,17.9,32.4,157.1,0.117,0.269,0.95,Bus priority granted - green extension issued to reduce transit delay
LOG1054146,2025-07-28 20:30:22.000000,J037,J010,COUNTER,Normal,Weekday,False,True,False,68.7,39.4,48.1,2,284,0.641,17.2,37.5,142.0,0.101,0.232,0.903,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054147,2025-05-09 12:33:56.000000,J019,J038,COUNTER,Normal,Weekday,False,False,False,26.2,22.7,27.5,2,269,0.183,25.3,6.8,68.3,0.037,0.085,0.927,Normal free-flow traffic - standard signal timing maintained
LOG1054148,2026-06-21 19:15:10.000000,J037,J003,COUNTER,Normal,Weekend,False,False,False,67.1,40.8,48.4,2,281,0.678,15.8,45.0,138.7,0.055,0.128,0.931,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054149,2025-07-31 07:12:43.000000,J041,J016,COUNTER,Bus,Weekday,False,False,False,63.8,48.6,52.5,2,236,0.273,30.9,20.9,97.7,0.084,0.193,0.969,Bus priority granted - green extension issued to reduce transit delay
LOG1054150,2025-05-19 03:18:30.000000,J021,J007,GRANT,Ambulance,Weekday,False,False,False,51.9,51.9,51.9,1,197,0.004,45.4,5.1,30.9,0.032,0.073,0.962,Ambulance priority active - all conflicting signals preempted for corridor clearance
LOG1054151,2025-04-17 21:22:15.000000,J038,J008,GRANT,Normal,Weekday,False,True,False,49.6,49.6,50.7,1,303,0.405,30.5,27.5,66.4,0.046,0.107,0.927,Light rain detected - minor speed reduction advised
LOG1054152,2025-03-25 12:11:42.000000,J032,J019,COUNTER,Normal,Weekday,False,False,True,55.2,32.4,37.2,2,324,0.479,19.3,27.5,107.3,0.067,0.155,0.804,Accident detected nearby - reroute and reduced speed advised
LOG1054153,2025-06-28 19:34:15.000000,J020,J019,COUNTER,Bus,Weekend,False,False,False,69.5,60.8,67.5,2,293,0.342,26.3,18.5,91.1,0.075,0.172,0.931,Bus priority granted - green extension issued to reduce transit delay
LOG1054154,2025-08-27 09:38:24.000000,J020,J010,DENY_THEN_COUNTER,Normal,Weekday,True,False,False,90.0,71.6,79.3,3,392,0.871,10.4,57.3,152.8,0.062,0.144,0.857,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054155,2025-12-19 14:26:01.000000,J015,J023,GRANT,Normal,Weekday,False,False,False,26.7,26.7,28.4,1,190,0.168,29.3,10.9,50.4,0.049,0.113,0.977,Normal free-flow traffic - standard signal timing maintained
LOG1054156,2026-03-09 14:30:09.000000,J041,J042,COUNTER,Normal,Weekday,False,False,False,24.9,21.2,25.7,2,307,0.131,28.5,2.1,47.5,0.039,0.09,0.948,Normal free-flow traffic - standard signal timing maintained
LOG1054157,2026-03-16 21:19:33.000000,J030,J013,GRANT,Normal,Weekday,False,False,False,39.5,39.5,41.0,1,251,0.26,29.6,17.5,113.1,0.08,0.184,0.966,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054158,2025-08-18 05:57:38.000000,J040,J033,COUNTER,Normal,Weekday,False,False,False,26.1,21.7,22.8,2,339,0.168,34.0,10.8,84.0,0.071,0.164,0.937,Normal free-flow traffic - standard signal timing maintained
LOG1054159,2025-08-08 14:04:26.000000,J038,J025,GRANT,Normal,Weekday,False,False,False,21.0,21.0,17.6,1,250,0.138,29.4,12.3,100.8,0.069,0.159,0.954,Normal free-flow traffic - standard signal timing maintained
LOG1054160,2025-05-20 17:56:01.000000,J001,J035,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,94.2,56.4,64.7,3,355,0.554,27.9,36.5,131.7,0.112,0.259,0.928,Bus priority granted - green extension issued to reduce transit delay
LOG1054161,2025-12-07 13:27:19.000000,J013,J027,COUNTER,Bus,Weekend,False,False,False,35.5,29.5,33.8,2,236,0.107,36.3,6.6,60.7,0.061,0.141,0.954,Bus priority granted - green extension issued to reduce transit delay
LOG1054162,2025-10-30 09:33:29.000000,J032,J020,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,90.0,55.0,58.4,4,434,0.911,12.2,63.2,259.3,0.114,0.263,0.833,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054163,2025-09-19 07:51:58.000000,J019,J003,COUNTER,Bus,Weekday,False,False,False,77.6,56.0,65.1,2,313,0.45,21.5,32.0,147.1,0.077,0.178,0.974,Bus priority granted - green extension issued to reduce transit delay
LOG1054164,2025-01-23 10:19:08.000000,J014,J008,DENY_THEN_COUNTER,Bus,Weekday,False,False,False,72.0,50.8,55.6,4,463,0.376,31.2,21.7,107.8,0.077,0.177,0.925,Bus priority granted - green extension issued to reduce transit delay
LOG1054165,2026-04-05 16:25:38.000000,J040,J033,GRANT,Normal,Weekend,False,False,False,43.9,43.9,44.2,1,269,0.317,37.3,20.6,76.7,0.056,0.13,0.944,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054166,2025-08-16 08:57:54.000000,J039,J026,DENY_THEN_COUNTER,Normal,Weekend,True,False,False,89.1,57.0,61.6,4,458,0.905,9.9,60.9,371.2,0.125,0.29,0.833,Festival crowd surge detected - alternate route and extended cycle recommended
LOG1054167,2025-02-21 07:24:31.000000,J021,J029,COUNTER,Normal,Weekday,False,False,False,54.5,32.8,41.1,2,308,0.463,26.7,24.0,75.8,0.058,0.135,0.967,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054168,2025-06-27 16:11:38.000000,J012,J015,COUNTER,Normal,Weekday,False,True,False,53.3,44.5,45.9,2,340,0.471,30.3,29.6,89.9,0.087,0.201,0.916,Light rain detected - minor speed reduction advised
LOG1054169,2025-05-29 13:00:16.000000,J030,J029,GRANT,Bus,Weekday,False,False,False,45.1,45.1,46.3,1,248,0.104,40.3,9.0,26.7,0.01,0.023,0.959,Bus priority granted - green extension issued to reduce transit delay
LOG1054170,2026-03-29 14:15:51.000000,J023,J007,GRANT,Normal,Weekend,False,False,False,22.0,22.0,23.3,1,275,0.134,33.5,15.6,62.1,0.05,0.117,0.96,Normal free-flow traffic - standard signal timing maintained
LOG1054171,2026-01-03 17:57:04.000000,J040,J003,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,70.2,55.7,58.6,3,373,0.65,12.3,44.4,172.7,0.095,0.22,0.924,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054172,2026-02-08 17:09:19.000000,J015,J003,GRANT,Bus,Weekend,False,False,False,60.0,60.0,63.5,1,266,0.286,25.5,26.3,67.0,0.041,0.095,0.983,Bus priority granted - green extension issued to reduce transit delay
LOG1054173,2026-02-21 16:37:05.000000,J015,J005,GRANT,Normal,Weekend,False,False,False,47.1,47.1,45.4,1,220,0.431,27.1,29.9,107.4,0.052,0.121,0.975,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054174,2026-02-18 08:13:40.000000,J038,J041,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,79.7,46.6,50.2,4,379,0.813,13.2,48.6,121.5,0.046,0.105,0.886,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054175,2025-07-13 20:18:45.000000,J016,J001,DENY_THEN_COUNTER,Normal,Weekend,False,True,False,56.3,31.5,33.2,4,501,0.6,18.8,46.3,122.4,0.081,0.187,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054176,2026-04-09 08:10:09.000000,J040,J031,COUNTER,Normal,Weekday,False,False,False,82.3,67.5,75.2,2,368,0.765,13.5,53.0,163.8,0.072,0.166,0.927,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054177,2025-08-01 08:31:34.000000,J028,J017,COUNTER,Normal,Weekday,False,False,False,83.1,72.3,71.2,2,260,0.758,17.1,46.4,200.9,0.124,0.287,0.945,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054178,2025-02-05 14:06:19.000000,J013,J014,COUNTER,Bus,Weekday,False,False,False,34.6,29.6,29.1,2,289,0.069,37.7,3.9,47.5,0.061,0.142,0.944,Bus priority granted - green extension issued to reduce transit delay
LOG1054179,2026-03-11 15:23:20.000000,J026,J042,GRANT,Normal,Weekday,False,False,False,31.6,31.6,29.0,1,229,0.243,35.1,14.5,103.5,0.091,0.21,0.965,Normal free-flow traffic - standard signal timing maintained
LOG1054180,2026-05-30 18:42:35.000000,J008,J039,COUNTER,Normal,Weekend,False,False,False,69.0,41.8,49.4,2,238,0.701,16.0,45.0,120.0,0.058,0.135,0.968,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054181,2025-02-19 17:07:27.000000,J010,J025,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,60.3,51.7,52.1,4,469,0.539,18.4,39.8,132.2,0.071,0.164,0.94,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054182,2025-01-30 13:37:50.000000,J014,J028,COUNTER,Normal,Weekday,False,False,False,16.9,12.0,12.0,2,295,0.118,39.3,13.8,28.2,0.016,0.037,0.969,Normal free-flow traffic - standard signal timing maintained
LOG1054183,2026-01-14 08:35:04.000000,J011,J027,COUNTER,Bus,Weekday,True,False,False,102.0,90.0,90.0,2,335,0.595,23.3,41.7,101.6,0.056,0.129,0.896,Bus priority granted - green extension issued to reduce transit delay
LOG1054184,2025-05-13 15:00:40.000000,J025,J019,GRANT,Ambulance,Weekday,False,False,False,63.3,63.3,63.3,1,234,0.029,36.9,4.2,69.0,0.082,0.189,0.979,Ambulance priority active - all conflicting signals preempted for corridor clearance
LOG1054185,2025-05-09 07:17:29.000000,J015,J025,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,53.8,34.3,40.9,3,294,0.545,22.6,37.8,80.5,0.039,0.09,0.901,Light rain detected - minor speed reduction advised
LOG1054186,2025-01-29 15:46:50.000000,J023,J005,COUNTER,Bus,Weekday,False,False,False,58.5,49.2,55.3,2,293,0.217,22.8,18.7,87.8,0.061,0.141,0.95,Bus priority granted - green extension issued to reduce transit delay
LOG1054187,2025-07-16 21:59:23.000000,J040,J028,GRANT,Normal,Weekday,False,False,False,32.2,32.2,30.1,1,218,0.153,28.0,12.0,73.3,0.048,0.11,0.965,Normal free-flow traffic - standard signal timing maintained
LOG1054188,2025-02-08 09:54:14.000000,J034,J002,COUNTER,Bus,Weekend,False,False,False,74.6,57.8,65.4,2,271,0.345,33.9,24.5,105.7,0.081,0.187,0.929,Bus priority granted - green extension issued to reduce transit delay
LOG1054189,2025-07-24 09:16:29.000000,J001,J019,COUNTER,Bus,Weekday,False,False,False,102.0,67.9,80.0,2,343,0.608,23.9,37.0,152.7,0.096,0.221,0.951,Bus priority granted - green extension issued to reduce transit delay
LOG1054190,2025-05-16 00:33:56.000000,J033,J004,COUNTER,Normal,Weekday,False,False,True,53.9,40.1,43.2,2,321,0.489,22.8,28.2,88.4,0.079,0.183,0.771,Accident detected nearby - reroute and reduced speed advised
LOG1054191,2025-07-21 15:24:13.000000,J036,J022,DENY_THEN_COUNTER,Normal,Weekday,False,True,False,58.8,48.4,52.0,4,333,0.563,27.7,41.4,146.5,0.095,0.219,0.873,Heavy rain reducing visibility and grip - reduced speed and longer buffer advised
LOG1054192,2026-01-03 16:35:19.000000,J018,J028,GRANT,Bus,Weekend,False,False,False,61.8,61.8,59.0,1,242,0.235,34.5,14.9,89.2,0.087,0.201,0.935,Bus priority granted - green extension issued to reduce transit delay
LOG1054193,2025-03-12 08:24:43.000000,J036,J038,DENY_THEN_COUNTER,Normal,Weekday,False,False,False,90.0,50.5,58.0,3,383,0.912,12.5,58.5,241.7,0.14,0.323,0.883,Heavy congestion detected - signal timing extended and reroute suggested
LOG1054194,2025-02-25 13:00:25.000000,J003,J002,GRANT,Bus,Weekday,False,False,False,29.9,29.9,32.6,1,214,0.075,34.0,8.8,41.6,0.022,0.05,0.965,Bus priority granted - green extension issued to reduce transit delay
LOG1054195,2025-01-15 18:28:46.000000,J019,J036,DENY_THEN_COUNTER,Bus,Weekday,True,False,False,102.0,57.2,67.5,3,376,0.625,17.3,39.3,213.1,0.112,0.258,0.886,Bus priority granted - green extension issued to reduce transit delay
LOG1054196,2026-06-27 15:48:51.000000,J015,J007,GRANT,Normal,Weekend,False,True,False,52.9,52.9,55.4,1,208,0.413,29.6,30.0,100.4,0.07,0.161,0.889,Light rain detected - minor speed reduction advised
LOG1054197,2026-03-09 15:38:10.000000,J013,J029,GRANT,Normal,Weekday,False,False,False,46.9,46.9,45.8,1,234,0.345,25.9,24.5,131.8,0.093,0.214,0.959,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054198,2025-11-16 09:38:38.000000,J029,J011,DENY_THEN_COUNTER,Normal,Weekend,False,False,False,55.1,31.8,34.7,4,379,0.567,23.7,43.1,91.5,0.073,0.17,0.914,Moderate traffic flow - standard adaptive signal timing in effect
LOG1054199,2025-03-05 14:01:02.000000,J026,J008,GRANT,Bus,Weekday,False,True,False,42.2,42.2,39.2,1,271,0.12,40.8,8.6,56.3,0.059,0.136,0.907,Bus priority granted - green extension issued to reduce transit delay
